date,city,PM2.5,PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,pressure,AQI
2024-03-01,Mumbai,72.51,115.52,37.33,12.22,1.083,35.77,22.3,60.1,4.3,1008.0,107.4
2024-03-01,Bengaluru,66.6,95.76,41.32,7.06,0.796,28.81,20.6,71.6,8.9,1017.6,102.7
2024-03-01,Kolkata,101.32,128.85,59.6,10.39,1.244,31.03,35.3,38.9,6.1,1013.6,150.1
2024-03-01,Chennai,42.07,98.99,40.27,10.16,0.927,26.34,31.2,56.1,8.7,1013.6,61.0
2024-03-01,Hyderabad,45.62,144.18,46.27,13.07,1.075,16.88,26.5,43.5,1.4,1017.8,71.5
2024-03-01,Ahmedabad,92.68,130.38,32.75,13.85,1.392,23.85,20.4,49.0,7.9,996.3,135.1
2024-03-01,Pune,55.53,121.33,30.01,10.02,1.09,21.03,30.6,59.2,7.4,1015.0,81.7
2024-03-02,Delhi,112.22,190.07,79.72,13.67,1.606,41.85,31.9,46.9,4.5,1010.0,165.4
2024-03-02,Mumbai,85.26,114.74,49.93,13.26,0.797,20.55,25.2,50.1,7.0,1012.6,128.2
2024-03-02,Bengaluru,48.02,103.35,36.24,7.24,0.984,15.24,34.7,57.4,6.4,1017.2,73.9
2024-03-02,Kolkata,75.0,215.73,52.28,17.58,1.213,34.7,33.5,51.7,3.1,998.2,114.0
2024-03-02,Chennai,53.74,127.16,39.66,11.81,0.969,20.41,24.1,69.5,2.4,1008.0,82.3
2024-03-02,Hyderabad,75.84,81.33,30.53,8.77,1.001,20.16,23.1,44.7,1.2,998.0,118.1
2024-03-02,Ahmedabad,94.35,179.59,55.51,14.94,1.294,20.18,33.4,41.5,6.3,1015.8,142.2
2024-03-02,Pune,88.34,142.32,42.41,8.82,0.902,35.07,29.5,81.1,3.2,1005.4,136.5
2024-03-03,Delhi,173.71,215.91,50.42,12.84,1.878,27.19,24.0,38.0,8.6,1001.8,260.0
2024-03-03,Mumbai,74.38,159.03,49.04,9.28,1.03,20.02,31.8,45.9,6.1,1016.1,113.7
2024-03-03,Bengaluru,39.43,68.43,38.38,7.82,0.779,32.93,20.7,67.0,8.5,1010.6,56.8
2024-03-03,Kolkata,115.92,214.38,50.46,13.93,1.599,25.81,25.8,77.2,7.2,1013.3,174.3
2024-03-03,Chennai,40.36,139.02,41.08,10.24,0.957,36.4,24.5,69.1,4.2,1009.9,65.1
2024-03-03,Hyderabad,47.72,117.39,51.38,8.61,1.01,31.54,29.7,43.8,1.3,1004.5,68.5
2024-03-03,Ahmedabad,96.39,185.06,47.12,12.63,0.864,32.08,31.2,42.0,2.5,1011.8,145.5
2024-03-03,Pune,68.55,84.85,38.87,9.16,0.939,32.95,26.1,84.8,1.3,997.2,105.7
2024-03-04,Delhi,108.49,186.18,74.9,18.98,1.57,34.27,33.7,42.4,5.6,1016.3,158.1
2024-03-04,Mumbai,58.68,138.18,45.21,14.38,0.753,32.51,20.3,43.6,1.4,1002.8,90.9
2024-03-04,Bengaluru,50.39,73.82,38.81,10.95,0.615,24.94,32.4,46.0,7.4,1005.4,78.7
2024-03-04,Kolkata,133.44,190.96,43.21,17.74,1.323,18.46,33.1,74.7,7.1,1009.0,198.5
2024-03-04,Chennai,44.42,85.73,32.74,11.57,0.949,25.68,34.7,37.0,1.8,1014.6,67.7
2024-03-04,Hyderabad,73.79,81.58,39.94,8.09,0.836,17.45,29.7,79.3,4.3,1013.8,113.4
2024-03-04,Ahmedabad,96.2,123.14,47.37,13.99,1.089,39.16,29.0,36.9,2.4,1007.0,148.8
2024-03-04,Pune,74.27,134.5,34.49,7.27,0.774,18.04,27.5,39.8,3.9,1012.7,111.8
2024-03-05,Delhi,124.32,280.67,69.3,14.94,1.314,37.12,30.3,83.4,4.8,999.9,188.2
2024-03-05,Mumbai,54.26,137.49,40.07,11.05,0.932,34.84,31.7,37.2,6.9,1016.3,78.1
2024-03-05,Bengaluru,60.61,91.18,28.32,11.38,0.912,26.85,23.9,44.9,6.4,1003.2,93.7
2024-03-05,Kolkata,92.7,130.9,55.19,16.86,1.171,20.19,26.5,59.2,8.1,999.2,143.3
2024-03-05,Chennai,55.95,101.86,26.97,11.72,0.993,37.27,21.6,41.4,6.5,997.3,80.3
2024-03-05,Hyderabad,76.6,112.14,32.31,10.42,1.275,28.16,32.2,66.9,5.9,999.7,119.6
2024-03-05,Ahmedabad,104.62,112.41,53.06,13.71,1.492,31.12,33.1,49.0,6.8,1012.2,154.4
2024-03-05,Pune,61.85,120.48,46.87,10.92,0.726,27.53,18.1,84.0,1.3,1006.4,95.5
2024-03-06,Delhi,107.67,246.01,62.46,20.33,1.92,28.86,22.3,62.9,1.1,1012.1,166.0
2024-03-06,Mumbai,58.28,111.0,50.07,8.68,1.022,23.63,30.7,77.9,7.0,996.5,87.0
2024-03-06,Bengaluru,60.19,112.66,34.71,10.8,0.742,24.29,29.4,78.0,1.6,1015.7,88.6
2024-03-06,Kolkata,74.48,164.83,41.63,17.49,1.297,32.13,32.2,39.0,8.0,1012.2,107.3
2024-03-06,Chennai,72.86,120.7,42.53,7.93,0.846,29.57,24.6,43.8,5.5,997.5,111.4
2024-03-06,Hyderabad,52.04,148.21,33.94,8.83,1.022,35.13,28.4,83.0,2.7,1012.4,75.3
2024-03-06,Ahmedabad,78.63,128.63,48.43,11.95,0.849,25.41,26.8,61.3,2.0,1011.6,119.7
2024-03-06,Pune,70.36,100.67,40.7,12.21,1.166,32.42,34.9,38.3,8.1,1006.1,101.3
2024-03-07,Delhi,185.2,210.84,80.58,13.21,1.394,34.73,26.9,78.7,5.2,1009.8,275.7
2024-03-07,Mumbai,95.81,129.64,35.84,10.44,1.0,31.24,23.2,38.1,8.0,1001.1,148.2
2024-03-07,Bengaluru,56.24,87.13,33.33,10.01,0.721,26.87,30.5,77.1,4.6,1002.7,80.7
2024-03-07,Kolkata,121.47,138.52,41.35,13.67,1.622,31.61,18.9,52.7,4.6,999.7,186.4
2024-03-07,Chennai,64.81,95.17,44.3,12.46,1.026,30.59,20.8,46.9,1.3,1003.0,93.5
2024-03-07,Hyderabad,54.16,93.23,41.76,8.29,0.921,22.75,24.7,62.0,2.3,1002.6,85.4
2024-03-07,Ahmedabad,81.31,149.45,34.4,13.45,1.026,17.5,31.3,83.8,3.7,1011.5,121.7
2024-03-07,Pune,60.3,145.64,48.9,10.81,0.725,27.36,34.3,57.1,6.5,1012.1,94.5
2024-03-08,Delhi,117.16,248.88,55.97,16.23,1.939,28.7,19.7,37.8,6.1,1008.8,173.0
2024-03-08,Mumbai,94.29,109.64,32.82,11.77,1.001,31.84,19.6,60.6,2.6,1003.0,142.5
2024-03-08,Bengaluru,65.52,114.55,33.73,7.26,0.976,22.39,24.7,49.2,3.8,1017.5,102.0
2024-03-08,Kolkata,77.89,196.08,46.68,17.88,1.495,21.6,32.5,83.5,4.4,1015.7,113.2
2024-03-08,Chennai,60.51,82.12,28.45,10.19,1.123,37.51,19.2,83.0,7.0,997.9,89.9
2024-03-08,Hyderabad,78.98,109.1,41.6,12.95,1.194,18.45,21.3,54.1,5.4,996.9,121.7
2024-03-08,Ahmedabad,103.56,131.91,45.25,13.5,0.824,17.46,22.7,82.8,7.7,1006.4,156.9
2024-03-08,Pune,85.26,109.28,37.77,11.52,0.779,18.08,23.0,84.7,1.5,1012.4,128.7
2024-03-09,Delhi,155.38,294.87,68.11,17.0,1.798,20.87,27.2,63.8,7.8,999.6,228.7
2024-03-09,Mumbai,66.66,155.21,35.94,9.18,0.894,26.2,34.4,52.8,3.3,1007.7,104.4
2024-03-09,Bengaluru,52.18,106.71,29.81,6.96,0.927,25.87,33.7,76.3,6.5,1002.6,80.1
2024-03-09,Kolkata,115.2,130.67,50.62,16.48,0.895,26.38,24.7,59.2,3.7,1016.0,168.8
2024-03-09,Chennai,45.58,90.97,28.05,12.82,0.983,34.16,27.5,61.6,5.4,1012.6,64.5
2024-03-09,Hyderabad,61.75,85.77,47.95,14.42,1.022,22.08,24.5,75.9,8.1,1009.1,95.3
2024-03-09,Ahmedabad,78.08,168.33,31.34,16.4,0.958,37.28,20.6,46.3,2.0,998.9,112.9
2024-03-09,Pune,76.9,134.6,28.34,12.06,1.062,16.48,19.9,74.7,5.1,997.3,111.5
2024-03-10,Delhi,127.35,178.65,69.61,19.88,1.883,40.08,21.7,80.1,2.5,1003.7,186.9
2024-03-10,Mumbai,90.26,160.04,58.39,10.45,0.824,28.01,31.1,47.1,5.6,998.2,136.2
2024-03-10,Bengaluru,36.66,76.38,29.99,8.0,0.999,25.74,35.5,39.9,2.7,1007.1,57.1
2024-03-10,Kolkata,95.21,181.75,46.55,17.59,1.023,22.98,24.8,45.7,2.8,998.5,147.7
2024-03-10,Chennai,44.51,83.71,26.96,11.98,1.033,28.23,18.7,51.4,1.9,1002.2,67.8
2024-03-10,Hyderabad,56.12,147.86,38.9,11.87,0.905,33.39,21.4,38.5,7.7,1006.5,86.0
2024-03-10,Ahmedabad,69.65,194.24,43.48,10.53,1.107,32.68,19.5,42.2,4.2,1009.0,100.5
2024-03-10,Pune,86.61,147.97,28.04,13.3,0.831,27.98,35.8,41.1,7.7,1012.0,127.7
2024-03-11,Delhi,168.65,253.37,54.63,20.25,1.749,27.61,26.6,65.2,4.2,1006.7,250.8
2024-03-11,Mumbai,86.77,96.75,39.12,11.48,1.115,19.82,19.8,37.6,1.5,1010.9,134.9
2024-03-11,Bengaluru,48.11,101.89,29.13,9.87,0.61,16.53,31.5,73.4,7.3,1000.4,73.8
2024-03-11,Kolkata,102.89,147.83,43.77,16.78,1.3,35.41,18.6,56.5,8.3,1004.4,152.5
2024-03-11,Chennai,53.23,106.61,24.83,10.7,1.119,22.75,30.7,59.6,2.1,1011.7,79.7
2024-03-11,Hyderabad,48.43,127.08,44.12,12.78,1.08,25.5,33.4,60.3,4.1,1006.9,77.3
2024-03-11,Ahmedabad,92.3,136.29,56.23,12.31,0.824,18.45,33.1,52.4,6.9,996.6,142.4
2024-03-11,Pune,62.43,87.22,34.42,9.46,0.838,29.35,22.5,67.4,5.7,1016.0,89.3
2024-03-12,Delhi,132.0,217.97,45.02,15.45,1.572,38.72,28.2,80.1,3.1,1011.3,198.9
2024-03-12,Mumbai,96.54,117.22,42.97,12.0,1.226,19.04,30.2,51.8,5.0,1012.8,143.2
2024-03-12,Bengaluru,55.32,84.46,35.39,9.18,0.973,30.74,33.1,61.8,3.3,997.0,87.9
2024-03-12,Kolkata,97.42,144.13,55.34,10.42,1.526,17.57,24.1,38.4,7.4,1006.5,143.2
2024-03-12,Chennai,67.7,119.18,30.4,12.24,0.883,27.86,21.6,55.1,6.0,1006.0,104.2
2024-03-12,Hyderabad,51.13,81.78,45.16,14.0,1.083,20.03,35.3,72.1,4.7,1016.6,77.0
2024-03-12,Ahmedabad,92.17,173.64,41.96,14.35,1.237,29.52,24.6,42.4,2.2,1011.1,136.3
2024-03-12,Pune,66.33,102.49,45.47,7.65,0.756,24.18,32.8,67.3,3.1,1009.2,98.5
2024-03-13,Delhi,114.84,196.86,53.6,20.64,1.575,31.44,25.9,67.3,1.3,999.5,168.6
2024-03-13,Mumbai,63.91,149.54,50.38,9.26,1.254,38.39,26.7,36.0,7.9,997.8,96.9
2024-03-13,Bengaluru,63.15,114.11,34.75,8.45,0.881,16.81,35.0,71.2,2.1,998.5,97.1
2024-03-13,Kolkata,130.39,174.77,57.83,17.52,1.593,20.84,33.9,46.9,2.0,1013.7,193.9
2024-03-13,Chennai,60.41,102.04,39.64,8.71,0.877,19.32,21.2,83.5,4.5,1001.6,91.5
2024-03-13,Hyderabad,62.88,106.35,51.09,10.23,0.988,29.8,35.3,79.0,8.5,1004.0,96.5
2024-03-13,Ahmedabad,102.88,106.54,55.94,14.68,1.386,32.76,34.9,69.5,7.3,1001.3,154.8
2024-03-13,Pune,61.1,146.64,34.83,12.29,0.711,33.63,33.4,54.4,8.3,1004.6,96.4
2024-03-14,Delhi,127.57,182.13,75.5,14.51,1.33,39.37,34.5,66.6,8.0,1012.9,190.4
2024-03-14,Mumbai,53.84,154.31,54.92,14.54,1.017,26.05,33.1,70.9,8.0,1014.0,84.0
2024-03-14,Bengaluru,57.91,92.35,33.53,9.76,0.956,29.76,26.2,36.4,1.4,1010.1,88.2
2024-03-14,Kolkata,121.57,134.84,45.42,14.86,1.124,17.31,20.8,60.8,8.8,1014.3,185.0
2024-03-14,Chennai,69.47,121.43,40.56,9.23,0.908,32.08,22.7,69.4,7.6,1013.6,101.2
2024-03-14,Hyderabad,60.01,93.05,49.34,14.57,1.274,20.27,35.1,81.2,6.2,1009.8,94.1
2024-03-14,Ahmedabad,110.79,122.43,48.98,11.06,1.082,27.35,22.7,39.5,3.9,1016.8,162.4
2024-03-14,Pune,78.05,110.53,47.51,10.06,1.016,18.07,30.8,44.5,7.9,1013.2,115.0
2024-03-15,Delhi,148.98,187.92,76.77,18.29,2.088,24.79,30.2,55.9,4.3,999.2,221.4
2024-03-15,Mumbai,64.07,135.43,57.24,10.6,1.149,27.06,18.2,41.7,3.6,1011.2,98.0
2024-03-15,Bengaluru,58.37,103.51,42.01,7.85,0.61,16.18,24.0,46.7,8.3,1017.9,92.0
2024-03-15,Kolkata,132.51,182.67,55.49,10.04,1.078,28.49,23.4,54.7,4.0,1017.3,199.4
2024-03-15,Chennai,60.28,93.54,34.58,13.02,1.129,19.05,23.7,61.5,2.1,998.6,85.9
2024-03-15,Hyderabad,49.13,140.65,48.34,13.21,1.3,21.48,33.8,65.6,7.1,1001.8,71.8
2024-03-15,Ahmedabad,106.57,132.95,56.67,15.98,0.909,37.19,29.8,74.9,1.4,999.3,157.2
2024-03-15,Pune,49.78,98.46,42.64,9.96,1.193,34.89,18.7,52.8,6.7,1006.7,74.6
2024-03-16,Delhi,180.52,294.66,48.97,13.04,1.966,22.34,21.0,60.4,3.2,1015.6,271.6
2024-03-16,Mumbai,78.5,162.3,46.72,11.99,0.983,18.52,31.8,68.8,8.1,996.6,119.6
2024-03-16,Bengaluru,57.36,86.16,38.79,11.69,0.968,18.08,19.5,76.5,6.3,1006.0,90.6
2024-03-16,Kolkata,109.35,121.35,61.91,15.09,1.607,22.36,31.2,71.7,8.7,1008.5,161.1
2024-03-16,Chennai,41.93,118.67,30.84,7.59,0.683,36.76,24.9,54.9,2.4,1017.2,66.5
2024-03-16,Hyderabad,47.66,139.31,32.11,13.43,0.901,31.25,29.8,41.0,4.9,1005.5,74.6
2024-03-16,Ahmedabad,76.42,166.09,34.03,15.17,1.379,29.29,26.8,79.3,4.8,1008.4,113.9
2024-03-16,Pune,79.62,136.46,40.54,9.94,0.879,16.44,24.2,58.2,2.8,1011.1,116.0
2024-03-17,Delhi,149.08,260.27,64.19,15.08,1.549,39.77,26.6,42.4,2.0,1015.9,227.0
2024-03-17,Mumbai,75.79,110.98,33.52,8.58,0.753,19.21,25.6,39.7,6.3,1008.5,111.2
2024-03-17,Bengaluru,44.14,68.91,36.88,7.07,0.883,18.59,21.3,54.6,1.7,1015.3,64.2
2024-03-17,Kolkata,108.92,167.84,53.23,14.83,1.087,35.71,33.7,44.4,2.5,1012.4,164.4
2024-03-17,Chennai,70.32,83.44,35.21,7.28,0.708,19.91,26.6,69.6,8.0,1017.2,106.5
2024-03-17,Hyderabad,62.75,123.18,51.7,10.54,1.143,29.96,25.1,50.1,2.0,996.3,90.2
2024-03-17,Ahmedabad,61.2,191.71,53.11,11.39,1.253,32.47,25.8,66.3,7.3,1000.2,89.8
2024-03-17,Pune,67.49,113.21,27.06,8.28,0.728,30.21,35.3,58.6,7.9,1008.9,98.2
2024-03-18,Delhi,155.73,289.87,46.21,12.16,1.736,35.11,35.6,77.4,6.9,1009.1,234.1
2024-03-18,Mumbai,65.37,125.55,45.62,12.13,1.104,32.0,32.7,59.4,6.7,1007.6,97.3
2024-03-18,Bengaluru,46.03,67.91,45.47,8.74,0.792,24.9,34.9,52.3,6.6,996.5,66.9
2024-03-18,Kolkata,84.39,156.34,40.54,11.48,1.575,22.65,28.8,77.1,6.3,998.9,124.5
2024-03-18,Chennai,64.79,139.39,41.39,11.42,1.049,33.39,32.4,77.2,6.0,1002.2,99.7
2024-03-18,Hyderabad,69.59,89.41,32.99,12.23,0.787,24.25,35.9,50.2,2.7,997.0,99.6
2024-03-18,Ahmedabad,105.96,136.68,34.75,16.52,1.422,18.14,19.1,56.5,5.9,998.7,156.2
2024-03-18,Pune,58.97,103.98,34.65,7.53,1.128,21.16,20.7,69.5,5.1,1010.7,90.5
2024-03-19,Delhi,187.77,232.49,61.62,20.79,1.234,20.54,29.0,74.1,8.6,1014.1,277.1
2024-03-19,Mumbai,57.05,136.36,56.24,14.34,0.822,23.34,25.9,60.3,6.9,998.2,87.0
2024-03-19,Bengaluru,46.61,72.01,44.5,8.86,0.764,30.38,22.4,75.5,3.7,1007.1,65.8
2024-03-19,Kolkata,95.58,198.88,44.26,15.17,1.001,31.27,25.6,46.4,7.4,1005.1,142.5
2024-03-19,Chennai,56.08,132.35,40.6,9.49,0.66,19.34,18.2,75.3,8.5,997.9,82.3
2024-03-19,Hyderabad,81.54,91.84,29.66,13.29,1.134,28.94,34.2,37.9,6.1,1011.7,123.9
2024-03-19,Ahmedabad,87.27,131.18,41.13,15.3,1.187,24.46,31.4,80.5,1.1,1002.2,131.2
2024-03-19,Pune,86.41,128.82,36.72,8.52,0.945,32.0,29.7,69.9,8.1,1013.2,128.7
2024-03-20,Delhi,122.35,212.74,45.68,15.54,1.827,35.76,20.3,84.6,3.3,998.0,184.0
2024-03-20,Mumbai,75.71,146.01,36.62,8.24,1.219,30.07,22.3,73.7,6.8,1017.7,109.7
2024-03-20,Bengaluru,38.09,84.99,39.6,8.4,0.587,28.02,20.2,49.9,6.9,1006.0,62.0
2024-03-20,Kolkata,122.46,223.11,50.2,17.07,1.362,26.69,28.7,52.5,3.3,1013.3,185.8
2024-03-20,Chennai,63.45,123.3,34.91,8.78,0.825,28.78,32.8,53.1,1.8,1011.7,98.5
2024-03-20,Hyderabad,47.38,84.79,49.63,11.34,1.002,23.28,27.5,64.4,5.2,1004.7,68.7
2024-03-20,Ahmedabad,86.19,142.63,42.13,17.37,1.143,39.98,32.8,42.2,2.0,1011.6,125.6
2024-03-20,Pune,77.47,140.07,29.25,8.57,0.905,31.13,35.0,53.5,8.6,1009.2,115.3
2024-03-21,Delhi,115.49,251.9,45.8,13.66,1.486,41.78,23.5,59.3,7.3,999.1,174.1
2024-03-21,Mumbai,54.51,156.42,56.74,9.54,1.233,27.75,20.2,52.4,8.0,1005.2,82.5
2024-03-21,Bengaluru,53.79,114.1,43.01,9.06,0.911,27.11,31.7,60.2,4.7,1005.9,80.2
2024-03-21,Kolkata,126.25,154.41,56.99,15.16,1.196,20.44,25.1,62.0,8.7,1015.6,191.7
2024-03-21,Chennai,62.53,133.24,38.79,10.8,1.083,31.48,28.1,41.2,5.5,1000.2,95.0
2024-03-21,Hyderabad,66.17,84.15,41.95,9.36,1.02,34.25,20.2,81.8,2.4,996.4,102.1
2024-03-21,Ahmedabad,73.07,167.94,53.86,13.34,1.362,31.48,25.2,37.2,7.9,996.5,109.0
2024-03-21,Pune,65.48,139.82,33.79,8.84,0.707,17.67,21.0,42.2,3.0,998.0,96.3
2024-03-22,Delhi,141.18,193.57,67.59,15.44,1.153,19.4,25.0,51.0,4.3,1003.1,210.5
2024-03-22,Mumbai,89.45,97.73,37.79,13.24,1.088,27.84,31.5,54.3,1.9,997.3,133.8
2024-03-22,Bengaluru,48.86,91.13,34.76,7.73,0.992,20.38,35.3,68.8,3.0,1008.2,76.1
2024-03-22,Kolkata,91.37,162.85,36.24,14.92,1.04,35.73,24.7,84.3,7.3,1007.8,136.3
2024-03-22,Chennai,71.7,106.09,24.17,10.13,1.102,22.45,35.5,35.0,8.5,1006.6,108.5
2024-03-22,Hyderabad,76.13,106.73,36.66,12.41,1.088,26.21,18.8,72.0,5.5,1002.6,113.2
2024-03-22,Ahmedabad,66.74,117.18,45.18,11.97,1.103,31.56,35.2,50.9,6.5,1003.5,97.7
2024-03-22,Pune,79.46,111.74,32.16,13.35,0.833,25.16,28.8,35.8,6.5,1010.2,114.2
2024-03-23,Delhi,147.39,299.67,69.8,16.35,1.992,34.88,31.7,61.9,7.3,1010.3,216.9
2024-03-23,Mumbai,53.71,151.71,50.74,12.69,0.944,35.01,32.9,52.9,2.4,1012.9,82.5
2024-03-23,Bengaluru,36.49,89.94,46.43,8.89,0.67,15.4,23.1,81.1,3.9,998.0,55.9
2024-03-23,Kolkata,91.28,195.04,40.6,13.75,1.161,21.44,34.3,70.3,2.7,1000.3,140.1
2024-03-23,Chennai,53.91,133.5,35.93,10.31,0.949,30.45,28.2,69.1,5.5,997.4,77.2
2024-03-23,Hyderabad,46.74,98.41,41.94,9.62,1.049,31.87,21.5,68.9,8.9,1011.2,70.4
2024-03-23,Ahmedabad,73.46,154.89,42.49,17.43,1.247,39.28,18.9,81.9,4.5,1017.9,107.9
2024-03-23,Pune,76.46,112.69,34.8,11.96,1.132,20.27,23.0,56.0,4.6,996.1,111.6
2024-03-24,Delhi,111.99,251.91,45.24,19.71,2.072,28.17,19.3,47.5,2.3,1002.8,169.2
2024-03-24,Mumbai,56.66,124.98,54.5,12.14,1.113,24.29,22.5,40.4,2.9,1003.5,80.5
2024-03-24,Bengaluru,46.58,108.23,46.59,10.72,0.863,30.28,29.3,63.9,1.7,997.3,65.2
2024-03-24,Kolkata,91.9,208.49,35.69,10.72,1.583,24.79,23.4,66.3,1.5,1010.9,138.4
2024-03-24,Chennai,50.42,101.48,26.13,11.91,0.773,29.15,29.9,35.5,4.1,1013.5,79.4
2024-03-24,Hyderabad,67.77,103.93,50.82,13.45,1.006,22.43,21.5,40.1,5.8,997.5,104.6
2024-03-24,Ahmedabad,70.39,156.07,47.3,11.78,1.095,34.21,26.0,47.2,7.4,997.3,103.7
2024-03-24,Pune,66.34,146.72,43.74,9.18,1.133,31.73,20.7,50.4,3.7,1004.1,94.6
2024-03-25,Delhi,157.25,267.34,46.45,17.32,1.934,38.61,25.6,44.8,2.6,1016.0,238.7
2024-03-25,Mumbai,67.64,139.24,51.38,14.83,1.097,24.22,28.4,83.2,5.9,1005.2,98.1
2024-03-25,Bengaluru,50.33,107.96,26.69,7.65,0.565,19.46,22.1,66.2,2.9,1012.2,80.0
2024-03-25,Kolkata,93.04,197.35,39.76,11.19,1.637,23.15,19.3,36.5,1.9,1002.4,136.5
2024-03-25,Chennai,60.46,126.66,25.06,7.43,0.753,19.96,33.9,70.9,3.7,1008.2,87.5
2024-03-25,Hyderabad,45.09,138.66,50.17,8.19,1.145,23.48,32.2,40.5,8.5,1002.7,65.0
2024-03-25,Ahmedabad,102.27,163.93,55.27,17.75,1.493,37.85,33.8,38.3,2.2,1016.3,156.3
2024-03-25,Pune,56.24,106.6,35.09,10.97,1.183,20.69,18.8,65.8,2.5,1007.8,87.2
2024-03-26,Delhi,134.04,176.77,74.47,21.11,1.95,41.24,33.9,45.5,1.7,1006.4,202.7
2024-03-26,Mumbai,55.23,127.15,52.94,12.5,1.041,27.97,26.4,51.1,4.0,1011.3,85.0
2024-03-26,Bengaluru,51.59,79.21,34.61,11.52,0.846,15.73,22.0,45.2,7.9,1004.7,75.4
2024-03-26,Kolkata,127.64,179.89,60.92,12.76,1.303,18.39,19.5,57.2,3.8,1008.8,191.1
2024-03-26,Chennai,61.68,104.41,33.83,9.78,1.088,23.05,24.9,44.0,2.9,1010.2,91.1
2024-03-26,Hyderabad,47.4,138.64,40.56,12.49,1.213,34.87,19.8,38.6,1.3,1000.4,68.1
2024-03-26,Ahmedabad,77.41,131.8,51.97,15.32,0.994,33.77,36.0,84.9,7.0,1012.3,120.2
2024-03-26,Pune,48.65,101.16,45.29,12.11,0.867,24.04,28.4,67.8,4.8,1007.3,75.6
2024-03-27,Delhi,118.04,226.65,52.89,19.83,1.585,30.38,32.1,72.9,6.8,1006.2,180.0
2024-03-27,Mumbai,66.37,102.81,53.46,12.87,0.855,26.88,28.1,53.7,5.6,998.8,104.0
2024-03-27,Bengaluru,36.53,109.13,44.18,8.32,0.766,28.72,25.3,73.9,5.3,1003.2,50.0
2024-03-27,Kolkata,121.22,216.19,38.26,17.55,1.136,28.7,28.9,65.4,7.9,1017.6,178.9
2024-03-27,Chennai,53.73,111.51,28.05,7.92,0.958,25.95,34.1,39.7,1.8,1008.2,75.9
2024-03-27,Hyderabad,70.42,114.21,32.68,8.53,1.323,21.5,22.2,68.0,1.6,997.3,105.8
2024-03-27,Ahmedabad,69.27,181.77,41.36,10.96,0.881,29.85,26.6,38.4,8.6,1015.0,100.2
2024-03-27,Pune,56.82,110.32,42.72,10.19,0.977,35.13,28.6,60.1,6.5,1002.1,80.3
2024-03-28,Delhi,117.45,178.32,59.43,20.43,1.635,39.85,33.8,58.0,5.6,1012.2,174.1
2024-03-28,Mumbai,91.84,123.18,51.53,12.96,0.909,30.53,32.6,43.8,3.0,1015.8,140.1
2024-03-28,Bengaluru,50.44,114.68,29.81,9.58,0.754,33.91,22.3,78.5,3.2,1009.8,73.6
2024-03-28,Kolkata,129.35,193.0,54.75,11.46,1.26,36.24,28.0,84.8,1.6,998.3,196.7
2024-03-28,Chennai,51.5,106.03,29.38,10.39,0.899,17.78,30.5,72.5,4.0,1012.4,80.8
2024-03-28,Hyderabad,59.33,81.24,30.94,14.38,0.928,31.17,26.7,38.4,5.4,1001.3,93.5
2024-03-28,Ahmedabad,67.63,178.24,52.66,11.07,0.817,19.73,23.3,61.7,4.1,997.7,104.1
2024-03-28,Pune,76.34,91.09,34.72,8.59,0.663,29.64,21.9,69.8,7.7,1013.9,115.9
2024-03-29,Delhi,168.91,299.03,59.1,15.27,1.178,18.11,31.9,73.4,8.4,1004.2,250.8
2024-03-29,Mumbai,56.42,120.56,59.5,10.38,0.844,31.78,22.0,79.1,7.4,1014.3,81.3
2024-03-29,Bengaluru,41.41,87.35,28.14,8.25,0.835,18.79,21.7,62.1,8.5,998.7,59.3
2024-03-29,Kolkata,94.59,138.72,45.46,12.28,1.181,25.14,19.2,75.8,6.2,1004.1,137.6
2024-03-29,Chennai,47.79,96.24,36.55,13.35,0.7,27.78,35.8,77.5,2.4,1017.1,72.7
2024-03-29,Hyderabad,81.52,128.55,44.55,14.76,1.155,22.51,29.4,79.2,3.5,1014.7,122.1
2024-03-29,Ahmedabad,77.72,159.24,45.93,12.83,1.247,22.79,28.6,84.4,2.9,1009.6,120.5
2024-03-29,Pune,61.09,131.42,43.81,11.09,0.677,23.39,23.3,42.6,2.6,996.8,95.9
2024-03-30,Delhi,158.3,306.11,72.33,15.48,1.396,33.45,31.7,61.0,8.8,1010.3,235.3
2024-03-30,Mumbai,53.39,152.83,41.34,9.72,1.059,37.11,30.0,47.4,6.5,1011.8,81.2
2024-03-30,Bengaluru,48.07,82.15,35.53,6.47,0.984,16.4,21.5,66.7,2.1,1000.5,68.0
2024-03-30,Kolkata,109.25,206.78,60.81,11.62,0.945,30.68,23.6,71.1,3.0,999.9,161.4
2024-03-30,Chennai,50.09,105.86,37.31,8.93,1.075,17.93,35.5,54.9,2.3,1005.7,75.2
2024-03-30,Hyderabad,72.17,132.96,47.97,13.53,0.737,23.53,33.4,72.9,8.4,1009.1,104.8
2024-03-30,Ahmedabad,97.98,127.73,42.75,13.42,1.064,31.46,19.3,41.8,4.8,999.4,143.9
2024-03-30,Pune,48.83,115.05,43.08,10.3,1.155,35.16,35.5,53.7,4.9,1010.1,74.1
2024-03-31,Delhi,141.32,174.68,79.25,16.06,1.673,22.66,25.9,47.8,8.3,1011.9,212.1
2024-03-31,Mumbai,74.24,140.81,51.42,12.54,1.3,33.28,22.4,36.7,7.5,1009.9,113.1
